決算年度,業務コード,団体コード ,県名,団体名,団体区分,表番号,表名称,行番号,行名称,001:歳入総額,002:歳出総額,003:歳入歳出差引,004:翌年度に繰り越すべき財源,005:実質収支,006:単年度収支,007:積立金,008:繰上償還金,009:積立金取崩し額,010:実質単年度収支
2022,61,268615,京都府,宮津与謝環境組合,6,2,決算収支の状況,1,令和4年度,563852,540170,23682,0,23682,-4955,0,0,0,-4955
2022,61,271004,大阪府,大阪市,1,2,決算収支の状況,1,令和4年度,1938280969,1906782922,31498047,5725087,25772960,-5023504,32179547,0,604,27155439
2022,61,271403,大阪府,堺市,1,2,決算収支の状況,1,令和4年度,462931510,454091696,8839814,992218,7847596,555416,11979174,0,8319225,4215365
2022,61,272027,大阪府,岸和田市,9,2,決算収支の状況,1,令和4年度,85603291,84143922,1459369,490038,969331,-1307016,479,0,0,-1306537
2022,61,272035,大阪府,豊中市,8,2,決算収支の状況,1,令和4年度,186042090,179343577,6698513,641237,6057276,531189,5119560,0,5430650,220099
2022,61,272043,大阪府,池田市,3,2,決算収支の状況,1,令和4年度,41037551,40804878,232673,114292,118381,-392431,1124,0,0,-391307
2022,61,272051,大阪府,吹田市,8,2,決算収支の状況,1,令和4年度,160136757,156308636,3828121,2345978,1482143,-1131500,1296653,0,0,165153
2022,61,272060,大阪府,泉大津市,4,2,決算収支の状況,1,令和4年度,34547099,34024014,523085,203807,319278,-25262,794168,0,300000,468906
2022,61,272078,大阪府,高槻市,8,2,決算収支の状況,1,令和4年度,146739337,145040626,1698711,666489,1032222,-1542415,1965756,0,3000000,-2576659
2022,61,272086,大阪府,貝塚市,4,2,決算収支の状況,1,令和4年度,38162878,37675219,487659,26248,461411,305232,79000,27226,0,411458
2022,61,272094,大阪府,守口市,3,2,決算収支の状況,1,令和4年度,74394524,71984520,2410004,136987,2273017,188176,89949,1414178,19936,1672367
2022,61,272108,大阪府,枚方市,8,2,決算収支の状況,1,令和4年度,163700770,160424875,3275895,784945,2490950,33374,1934474,387373,37500,2317721
2022,61,272116,大阪府,茨木市,9,2,決算収支の状況,1,令和4年度,115482657,112668857,2813800,1830040,983760,38016,530,0,200000,-161454
2022,61,272124,大阪府,八尾市,8,2,決算収支の状況,1,令和4年度,123120328,122716726,403602,347273,56329,-493522,572026,320700,150000,249204
2022,61,272132,大阪府,泉佐野市,3,2,決算収支の状況,1,令和4年度,76818888,76316581,502307,93571,408736,23735,232051,1116000,0,1371786
2022,61,272141,大阪府,富田林市,3,2,決算収支の状況,1,令和4年度,46401557,45231070,1170487,207139,963348,107120,505600,0,0,612720
2022,61,272159,大阪府,寝屋川市,8,2,決算収支の状況,1,令和4年度,106712662,105438872,1273790,132895,1140895,6170,1643185,0,1539877,109478
2022,61,272167,大阪府,河内長野市,3,2,決算収支の状況,1,令和4年度,40682657,40530981,151676,132860,18816,-665,25200,0,0,24535
2022,61,272175,大阪府,松原市,3,2,決算収支の状況,1,令和4年度,51356567,50341728,1014839,22718,992121,-53848,1960457,0,6589,1900020
2022,61,272183,大阪府,大東市,3,2,決算収支の状況,1,令和4年度,53850154,52574118,1276036,9833,1266203,-162144,7054,0,0,-155090
2022,61,272191,大阪府,和泉市,3,2,決算収支の状況,1,令和4年度,73757759,73259622,498137,159433,338704,-307584,330470,0,0,22886
2022,61,272205,大阪府,箕面市,3,2,決算収支の状況,1,令和4年度,77027912,71862843,5165069,3602448,1562621,96213,45295,4680052,487956,4333604
2022,61,272213,大阪府,柏原市,4,2,決算収支の状況,1,令和4年度,29885676,29006677,878999,76639,802360,-366671,590386,11700,0,235415
2022,61,272221,大阪府,羽曳野市,3,2,決算収支の状況,1,令和4年度,44885289,44762085,123204,17461,105743,-463469,284722,0,180000,-358747
2022,61,272230,大阪府,門真市,3,2,決算収支の状況,1,令和4年度,64721588,64438586,283002,147804,135198,-353897,489719,30168,0,165990
2022,61,272248,大阪府,摂津市,4,2,決算収支の状況,1,令和4年度,43782657,42936807,845850,875508,-29658,-563971,274912,0,400000,-689059
2022,61,272256,大阪府,高石市,4,2,決算収支の状況,1,令和4年度,27266508,26325958,940550,113379,827171,-358430,610912,0,12639,239843
2022,61,272264,大阪府,藤井寺市,4,2,決算収支の状況,1,令和4年度,25444441,25049099,395342,16388,378954,-38185,18,2379,0,-35788
2022,61,272272,大阪府,東大阪市,8,2,決算収支の状況,1,令和4年度,232102551,227452704,4649847,565681,4084166,792121,4162800,25,1500000,3454946
2022,61,272281,大阪府,泉南市,4,2,決算収支の状況,1,令和4年度,27149449,26556664,592785,19500,573285,-132476,235374,187506,0,290404
2022,61,272299,大阪府,四條畷市,4,2,決算収支の状況,1,令和4年度,22848380,21995295,853085,221936,631149,339243,147826,0,0,487069
2022,61,272302,大阪府,交野市,4,2,決算収支の状況,1,令和4年度,30146372,29513196,633176,74269,558907,107901,233911,154416,2848,493380
2022,61,272311,大阪府,大阪狭山市,4,2,決算収支の状況,1,令和4年度,23268429,22500816,767613,37270,730343,-92462,200587,0,0,108125
2022,61,272329,大阪府,阪南市,4,2,決算収支の状況,1,令和4年度,20875889,20581311,294578,12602,281976,-137562,392885,0,0,255323
2022,61,273015,大阪府,島本町,5,2,決算収支の状況,1,令和4年度,14106426,14017675,88751,35181,53570,-226412,459991,0,0,233579
2022,61,273210,大阪府,豊能町,5,2,決算収支の状況,1,令和4年度,8817926,8339185,478741,130493,348248,-56856,406968,0,200000,150112
2022,61,273228,大阪府,能勢町,5,2,決算収支の状況,1,令和4年度,6251001,6036905,214096,720,213376,-99586,342015,0,73000,169429
2022,61,273414,大阪府,忠岡町,5,2,決算収支の状況,1,令和4年度,8740966,8319346,421620,58279,363341,-184702,613952,0,0,429250
2022,61,273619,大阪府,熊取町,5,2,決算収支の状況,1,令和4年度,17734023,17584111,149912,74023,75889,-538390,308000,0,0,-230390
2022,61,273627,大阪府,田尻町,5,2,決算収支の状況,1,令和4年度,6165576,5562234,603342,65338,538004,-13781,276083,0,0,262302
2022,61,273660,大阪府,岬町,5,2,決算収支の状況,1,令和4年度,8200456,8078125,122331,45646,76685,4902,20030,0,336000,-311068
2022,61,273813,大阪府,太子町,5,2,決算収支の状況,1,令和4年度,6569521,6394939,174582,8695,165887,-15512,91001,0,0,75489
2022,61,273821,大阪府,河南町,5,2,決算収支の状況,1,令和4年度,6795188,6504827,290361,15136,275225,98337,493,0,0,98830
2022,61,273830,大阪府,千早赤阪村,5,2,決算収支の状況,1,令和4年度,4205200,4120003,85197,8114,77083,-28631,54101,23372,0,48842
2022,61,278084,大阪府,恩智川水防事務組合,6,2,決算収支の状況,1,令和4年度,23214,18824,4390,0,4390,1798,0,0,0,1798
2022,61,278092,大阪府,淀川左岸水防事務組合,6,2,決算収支の状況,1,令和4年度,162104,157479,4625,0,4625,1696,0,0,0,1696
2022,61,278106,大阪府,大和川右岸水防事務組合,6,2,決算収支の状況,1,令和4年度,98804,96217,2587,0,2587,-699,636,0,0,-63
2022,61,278122,大阪府,淀川右岸水防事務組合,6,2,決算収支の状況,1,令和4年度,130926,125948,4978,0,4978,399,0,0,0,399
2022,61,278149,大阪府,守口市門真市消防組合,6,2,決算収支の状況,1,令和4年度,4977824,4949205,28619,0,28619,15655,0,0,0,15655
2022,61,278157,大阪府,枚方寝屋川消防組合,6,2,決算収支の状況,1,令和4年度,7453557,7360274,93283,0,93283,42055,0,0,0,42055
2022,61,278165,大阪府,柏原羽曳野藤井寺消防組合,6,2,決算収支の状況,1,令和4年度,3124674,3098645,26029,0,26029,19678,0,0,0,19678
2022,61,278246,大阪府,八尾市柏原市火葬場組合,6,2,決算収支の状況,1,令和4年度,1171,1068,103,0,103,-86,0,0,0,-86
2022,61,278254,大阪府,泉大津市、和泉市墓地組合,6,2,決算収支の状況,1,令和4年度,16629,11752,4877,0,4877,-424,5301,0,0,4877
2022,61,278262,大阪府,高石市泉大津市墓地組合,6,2,決算収支の状況,1,令和4年度,101428,88624,12804,0,12804,-8716,0,0,0,-8716
2022,61,278271,大阪府,豊中市伊丹市クリーンランド,6,2,決算収支の状況,1,令和4年度,4650209,3728097,922112,0,922112,157634,0,0,0,157634
2022,61,278289,大阪府,泉北環境整備施設組合,6,2,決算収支の状況,1,令和4年度,3326401,3188359,138042,3059,134983,-28655,0,0,0,-28655
2022,61,278319,大阪府,柏羽藤環境事業組合,6,2,決算収支の状況,1,令和4年度,2778870,2682175,96695,0,96695,-10896,0,0,0,-10896
2022,61,278327,大阪府,飯盛霊園組合,6,2,決算収支の状況,1,令和4年度,978913,879043,99870,0,99870,-28573,0,0,0,-28573
2022,61,278335,大阪府,泉佐野市田尻町清掃施設組合,6,2,決算収支の状況,1,令和4年度,1632873,1632873,0,0,0,0,0,0,0,0
2022,61,278343,大阪府,東大阪都市清掃施設組合,6,2,決算収支の状況,1,令和4年度,4267792,4199675,68117,2500,65617,-59686,0,0,0,-59686
2022,61,278351,大阪府,四條畷市交野市清掃施設組合,6,2,決算収支の状況,1,令和4年度,1809554,1775871,33683,0,33683,-4966,0,0,0,-4966
2022,61,278360,大阪府,岸和田市貝塚市清掃施設組合,6,2,決算収支の状況,1,令和4年度,3875350,3782439,92911,60688,32223,-316,0,0,0,-316
2022,61,278378,大阪府,南河内環境事業組合,6,2,決算収支の状況,1,令和4年度,2220041,2122228,97813,0,97813,-43968,0,0,0,-43968
2022,61,278386,大阪府,泉南清掃事務組合,6,2,決算収支の状況,1,令和4年度,1589430,1424635,164795,0,164795,85542,0,0,0,85542
2022,61,278408,大阪府,大阪府都市競艇企業団,7,2,決算収支の状況,1,令和4年度,0,0,0,0,0,0,0,0,0,0
2022,61,278530,大阪府,藤井寺市柏原市学校給食組合,6,2,決算収支の状況,1,令和4年度,636450,627887,8563,0,8563,2263,0,0,0,2263
2022,61,278599,大阪府,豊能郡環境施設組合,6,2,決算収支の状況,1,令和4年度,98623,90426,8197,0,8197,-23196,0,0,0,-23196
2022,61,278645,大阪府,くすのき広域連合,7,2,決算収支の状況,1,令和4年度,0,0,0,0,0,0,0,0,0,0
2022,61,278661,大阪府,北河内４市リサイクル施設組合,6,2,決算収支の状況,1,令和4年度,431717,421916,9801,0,9801,4750,0,0,0,4750
2022,61,278670,大阪府,大阪府後期高齢者医療広域連合,7,2,決算収支の状況,1,令和4年度,194271,178428,15843,0,15843,-8404,0,0,0,-8404
2022,61,278696,大阪府,関西広域連合,6,2,決算収支の状況,1,令和4年度,2743208,2681232,61976,0,61976,-11086,36532,0,36532,-11086
2022,61,278700,大阪府,泉州南消防組合,6,2,決算収支の状況,1,令和4年度,3751213,3751213,0,0,0,0,0,0,0,0
2022,61,278718,大阪府,大東四條畷消防組合,6,2,決算収支の状況,1,令和4年度,1968348,1945982,22366,0,22366,1316,0,0,0,1316
2022,61,278726,大阪府,大阪広域環境施設組合,6,2,決算収支の状況,1,令和4年度,23617686,23617686,0,0,0,0,0,0,0,0
2022,61,278734,大阪府,枚方京田辺環境施設組合,6,2,決算収支の状況,1,令和4年度,265986,265837,149,0,149,99,0,0,0,99
2022,61,281000,兵庫県,神戸市,1,2,決算収支の状況,1,令和4年度,976542111,963856264,12685847,11559344,1126503,89971,1036833,0,0,1126804
2022,61,282014,兵庫県,姫路市,8,2,決算収支の状況,1,令和4年度,239739534,230312665,9426869,3656617,5770252,274223,7820,1649110,0,1931153
2022,61,282022,兵庫県,尼崎市,8,2,決算収支の状況,1,令和4年度,227354581,224299753,3054828,740300,2314528,-544757,3436891,1517800,3219032,1190902
2022,61,282031,兵庫県,明石市,8,2,決算収支の状況,1,令和4年度,127828220,126526263,1301957,260066,1041891,-551437,637626,0,800000,-713811
2022,61,282049,兵庫県,西宮市,8,2,決算収支の状況,1,令和4年度,201067541,200150332,917209,397096,520113,-4742380,2601785,0,2100000,-4240595
2022,61,282057,兵庫県,洲本市,4,2,決算収支の状況,1,令和4年度,27736676,26947278,789398,66832,722566,135130,307532,0,0,442662
2022,61,282065,兵庫県,芦屋市,4,2,決算収支の状況,1,令和4年度,48302957,45686492,2616465,241746,2374719,-1216660,3192417,0,0,1975757
2022,61,282073,兵庫県,伊丹市,3,2,決算収支の状況,1,令和4年度,92952656,91861306,1091350,188609,902741,-202272,1356051,202300,0,1356079
2022,61,282081,兵庫県,相生市,4,2,決算収支の状況,1,令和4年度,14857590,14292319,565271,135662,429609,-36730,306608,0,410000,-140122
2022,61,282090,兵庫県,豊岡市,4,2,決算収支の状況,1,令和4年度,52533757,51211808,1321949,266261,1055688,-640221,501681,0,57468,-196008
2022,61,282103,兵庫県,加古川市,9,2,決算収支の状況,1,令和4年度,94033136,92740406,1292730,521209,771521,474864,85227,0,0,560091
2022,61,282120,兵庫県,赤穂市,4,2,決算収支の状況,1,令和4年度,23783289,23155223,628066,34766,593300,-138281,351515,353000,0,566234
2022,61,282138,兵庫県,西脇市,4,2,決算収支の状況,1,令和4年度,21569273,21246100,323173,19826,303347,-470593,4303,0,0,-466290
2022,61,282146,兵庫県,宝塚市,9,2,決算収支の状況,1,令和4年度,91037273,89536890,1500383,293042,1207341,-1176021,1193651,0,0,17630
2022,61,282154,兵庫県,三木市,4,2,決算収支の状況,1,令和4年度,35353481,34825129,528352,134043,394309,-543165,469128,0,0,-74037
2022,61,282162,兵庫県,高砂市,4,2,決算収支の状況,1,令和4年度,42925358,41578969,1346389,55430,1290959,-775639,1034079,0,0,258440
2022,61,282171,兵庫県,川西市,3,2,決算収支の状況,1,令和4年度,62093504,61425978,667526,135934,531592,-827987,547187,0,0,-280800
2022,61,282189,兵庫県,小野市,4,2,決算収支の状況,1,令和4年度,22789791,22188132,601659,178636,423023,-362553,6100,0,500000,-856453
2022,61,282197,兵庫県,三田市,3,2,決算収支の状況,1,令和4年度,42269751,41285040,984711,505291,479420,-417037,497416,0,0,80379
2022,61,282201,兵庫県,加西市,4,2,決算収支の状況,1,令和4年度,27885167,27192475,692692,78942,613750,-374887,639010,0,0,264123
2022,61,282219,兵庫県,丹波篠山市,4,2,決算収支の状況,1,令和4年度,23384826,22937532,447294,132150,315144,-185740,222,0,300000,-485518
2022,61,282227,兵庫県,養父市,4,2,決算収支の状況,1,令和4年度,19222883,18242707,980176,37487,942689,-153928,2620,210186,0,58878
2022,61,282235,兵庫県,丹波市,4,2,決算収支の状況,1,令和4年度,40880015,39220402,1659613,156095,1503518,-438933,9935,650000,327907,-106905
2022,61,282243,兵庫県,南あわじ市,4,2,決算収支の状況,1,令和4年度,33976646,32906027,1070619,76460,994159,-177352,7786,603535,54000,379969
2022,61,282251,兵庫県,朝来市,4,2,決算収支の状況,1,令和4年度,21160125,20448137,711988,222398,489590,-467163,2358,399975,0,-64830
2022,61,282260,兵庫県,淡路市,4,2,決算収支の状況,1,令和4年度,36068152,35843874,224278,136867,87411,-810857,451719,1339146,0,980008
2022,61,282278,兵庫県,宍粟市,4,2,決算収支の状況,1,令和4年度,25068592,24202916,865676,97871,767805,-55722,102793,556778,0,603849
2022,61,282286,兵庫県,加東市,4,2,決算収支の状況,1,令和4年度,23192133,22660197,531936,76189,455747,-111737,6602,0,150000,-255135
2022,61,282294,兵庫県,たつの市,4,2,決算収支の状況,1,令和4年度,39954177,38308178,1645999,226663,1419336,-69072,536790,372930,134736,705912
2022,61,283011,兵庫県,猪名川町,5,2,決算収支の状況,1,令和4年度,12052361,11700859,351502,56632,294870,-99926,202373,0,108806,-6359
2022,61,283657,兵庫県,多可町,5,2,決算収支の状況,1,令和4年度,12367831,12212303,155528,33424,122104,-39425,1570,0,0,-37855
2022,61,283819,兵庫県,稲美町,5,2,決算収支の状況,1,令和4年度,13154931,12284307,870624,115685,754939,-188036,440650,0,0,252614
2022,61,283827,兵庫県,播磨町,5,2,決算収支の状況,1,令和4年度,14116573,13289224,827349,213596,613753,-232952,3269,0,764731,-994414
2022,61,284424,兵庫県,市川町,5,2,決算収支の状況,1,令和4年度,6826853,6579283,247570,0,247570,97157,36034,0,0,133191
2022,61,284432,兵庫県,福崎町,5,2,決算収支の状況,1,令和4年度,9077123,8897239,179884,12979,166905,-85157,1400,0,134100,-217857
2022,61,284467,兵庫県,神河町,5,2,決算収支の状況,1,令和4年度,9012667,8779096,233571,48119,185452,8649,233257,0,35080,206826
2022,61,284645,兵庫県,太子町,5,2,決算収支の状況,1,令和4年度,13037246,12703669,333577,35717,297860,-208993,255759,0,0,46766
2022,61,284815,兵庫県,上郡町,5,2,決算収支の状況,1,令和4年度,8581681,8291682,289999,42003,247996,-105865,100861,98647,0,93643
2022,61,285013,兵庫県,佐用町,5,2,決算収支の状況,1,令和4年度,13168061,13054988,113073,3544,109529,-23227,41819,1079551,123747,974396
2022,61,285854,兵庫県,香美町,5,2,決算収支の状況,1,令和4年度,15633949,14837020,796929,61263,735666,192708,135252,0,328681,-721
2022,61,285862,兵庫県,新温泉町,5,2,決算収支の状況,1,令和4年度,12987878,12207653,780225,113739,666486,-77317,1261,0,60000,-136056
2022,61,288012,兵庫県,兵庫県市町村職員退職手当組合,6,2,決算収支の状況,1,令和4年度,11898981,10875542,1023439,0,1023439,-1304834,0,0,0,-1304834
2022,61,288101,兵庫県,北播衛生事務組合,6,2,決算収支の状況,1,令和4年度,210170,180316,29854,0,29854,-7251,0,0,0,-7251
2022,61,288128,兵庫県,北播磨こども発達支援センター事務組合わかあゆ園,6,2,決算収支の状況,1,令和4年度,121946,109116,12830,0,12830,6646,35,0,0,6681
2022,61,288179,兵庫県,揖龍保健衛生施設事務組合,6,2,決算収支の状況,1,令和4年度,1921260,1876696,44564,0,44564,-9926,29746,0,83452,-63632
2022,61,288195,兵庫県,加古川市外２市共有公会堂事務組合,6,2,決算収支の状況,1,令和4年度,5566,827,4739,0,4739,-811,0,0,0,-811
2022,61,288209,兵庫県,市川町外三ヶ市町共有財産事務組合,6,2,決算収支の状況,1,令和4年度,17144,16036,1108,0,1108,194,3235,0,6852,-3423
2022,61,288268,兵庫県,洲本市・南あわじ市山林事務組合,6,2,決算収支の状況,1,令和4年度,2250,1620,630,0,630,2,0,0,0,2
2022,61,288284,兵庫県,南あわじ市・洲本市小中学校組合,6,2,決算収支の状況,1,令和4年度,143894,141942,1952,293,1659,-4180,0,0,0,-4180
2022,61,288535,兵庫県,中播衛生施設事務組合,6,2,決算収支の状況,1,令和4年度,193856,175629,18227,7080,11147,604,10,0,0,614
2022,61,288691,兵庫県,氷上多可衛生事務組合,6,2,決算収支の状況,1,令和4年度,238296,218532,19764,0,19764,10241,5077,0,14018,1300
2022,61,288811,兵庫県,兵庫県町議会議員公務災害補償組合,6,2,決算収支の状況,1,令和4年度,11838,11287,551,0,551,-560,0,0,0,-560
2022,61,288900,兵庫県,洲本市・南あわじ市衛生事務組合,6,2,決算収支の状況,1,令和4年度,436241,421197,15044,0,15044,5533,0,0,0,5533
2022,61,289027,兵庫県,加古郡衛生事務組合,6,2,決算収支の状況,1,令和4年度,384548,355189,29359,0,29359,-6065,0,0,0,-6065
2022,61,289035,兵庫県,播磨内陸医務事業組合,6,2,決算収支の状況,1,令和4年度,145996,136871,9125,0,9125,2339,16,0,0,2355
2022,61,289043,兵庫県,淡路広域行政事務組合,6,2,決算収支の状況,1,令和4年度,330051,305101,24950,0,24950,-3353,14100,0,9327,1420
2022,61,289051,兵庫県,南但広域行政事務組合,6,2,決算収支の状況,1,令和4年度,2452248,2421482,30766,0,30766,-214,1,0,5107,-5320
2022,61,289060,兵庫県,淡路広域消防事務組合,6,2,決算収支の状況,1,令和4年度,2034293,1999352,34941,2140,32801,6677,264,13140,0,20081
2022,61,289191,兵庫県,丹波少年自然の家事務組合,6,2,決算収支の状況,1,令和4年度,273262,161641,111621,0,111621,101004,0,0,0,101004
2022,61,289205,兵庫県,西脇多可行政事務組合,6,2,決算収支の状況,1,令和4年度,1536897,1407696,129201,74286,54915,10562,62,0,0,10624
2022,61,289221,兵庫県,兵庫県競馬組合,7,2,決算収支の状況,1,令和4年度,0,0,0,0,0,0,0,0,0,0
2022,61,289230,兵庫県,美方郡広域事務組合,6,2,決算収支の状況,1,令和4年度,828063,816428,11635,2550,9085,1964,46,0,2550,-540
2022,61,289256,兵庫県,中播北部行政事務組合,6,2,決算収支の状況,1,令和4年度,632210,624795,7415,62,7353,-17366,0,0,0,-17366
2022,61,289264,兵庫県,姫路福崎斎苑施設事務組合,6,2,決算収支の状況,1,令和4年度,49154,45704,3450,0,3450,5,0,0,0,5
2022,61,289329,兵庫県,小野加東加西環境施設事務組合,6,2,決算収支の状況,1,令和4年度,697449,677298,20151,0,20151,6190,0,0,0,6190
2022,61,289515,兵庫県,くれさか環境事務組合,6,2,決算収支の状況,1,令和4年度,998123,877756,120367,0,120367,67005,52376,0,0,119381
2022,61,289558,兵庫県,北但行政事務組合,6,2,決算収支の状況,1,令和4年度,850833,802609,48224,0,48224,19742,0,0,0,19742
2022,61,289566,兵庫県,但馬広域行政事務組合,6,2,決算収支の状況,1,令和4年度,223959,220836,3123,0,3123,444,1141,0,0,1585
2022,61,289591,兵庫県,小野加東広域事務組合,6,2,決算収支の状況,1,令和4年度,92733,73010,19723,0,19723,-3710,0,0,0,-3710
2022,61,289612,兵庫県,播磨高原広域事務組合（普通会計分）,6,2,決算収支の状況,1,令和4年度,412359,396155,16204,6495,9709,-10113,0,0,0,-10113
2022,61,289671,兵庫県,猪名川上流広域ごみ処理施設組合,6,2,決算収支の状況,1,令和4年度,3041479,2826874,214605,1131,213474,95970,0,0,0,95970
2022,61,289701,兵庫県,にしはりま環境事務組合,6,2,決算収支の状況,1,令和4年度,1381322,1361801,19521,0,19521,-2263,0,0,0,-2263
2022,61,289710,兵庫県,兵庫県後期高齢者医療広域連合（普通会計分）,6,2,決算収支の状況,1,令和4年度,560702,328230,232472,0,232472,106464,0,0,0,106464
2022,61,289728,兵庫県,兵庫県後期高齢者医療広域連合（事業会計分）,7,2,決算収支の状況,1,令和4年度,0,0,0,0,0,0,0,0,0,0
2022,61,289752,兵庫県,北はりま消防組合,6,2,決算収支の状況,1,令和4年度,2394260,2367380,26880,0,26880,-741,2,0,0,-739
2022,61,289761,兵庫県,西はりま消防組合,6,2,決算収支の状況,1,令和4年度,2826005,2750176,75829,0,75829,14077,0,0,0,14077
2022,61,292010,奈良県,奈良市,8,2,決算収支の状況,1,令和4年度,156226595,151061622,5164973,1268338,3896635,-1603361,93,530724,4000000,-5072544
2022,61,292028,奈良県,大和高田市,4,2,決算収支の状況,1,令和4年度,28808725,28462134,346591,49555,297036,-1111895,17,0,100000,-1211878
2022,61,292036,奈良県,大和郡山市,4,2,決算収支の状況,1,令和4年度,39357713,38513552,844161,71276,772885,-27375,1325,1525214,0,1499164
2022,61,292044,奈良県,天理市,4,2,決算収支の状況,1,令和4年度,29441463,27708425,1733038,64372,1668666,-318516,34,0,0,-318482
2022,61,292052,奈良県,橿原市,3,2,決算収支の状況,1,令和4年度,48762664,46692891,2069773,123980,1945793,-577114,1262735,515499,0,1201120
2022,61,292061,奈良県,桜井市,4,2,決算収支の状況,1,令和4年度,25725425,24329055,1396370,74474,1321896,219377,560001,0,400000,379378
2022,61,292079,奈良県,五條市,4,2,決算収支の状況,1,令和4年度,19425021,18667099,757922,5628,752294,83067,96,137413,0,220576
2022,61,292087,奈良県,御所市,4,2,決算収支の状況,1,令和4年度,19265248,18390164,875084,45480,829604,-321026,280149,296429,0,255552
2022,61,292095,奈良県,生駒市,3,2,決算収支の状況,1,令和4年度,44513782,42293947,2219835,245430,1974405,-1205614,639,0,0,-1204975
2022,61,292109,奈良県,香芝市,4,2,決算収支の状況,1,令和4年度,28796051,27972103,823948,153546,670402,-167579,402,9126,4015,-162066
2022,61,292117,奈良県,葛城市,4,2,決算収支の状況,1,令和4年度,17776790,17071978,704812,30149,674663,-43076,656,0,0,-42420
2022,61,292125,奈良県,宇陀市,4,2,決算収支の状況,1,令和4年度,20009006,19480722,528284,62680,465604,71965,335139,0,330000,77104
2022,61,293229,奈良県,山添村,5,2,決算収支の状況,1,令和4年度,3384411,3111291,273120,25,273095,85089,101924,0,0,187013
2022,61,293423,奈良県,平群町,5,2,決算収支の状況,1,令和4年度,7742595,7311753,430842,54365,376477,-35878,50000,287988,0,302110
2022,61,293431,奈良県,三郷町,5,2,決算収支の状況,1,令和4年度,10134871,9392958,741913,74979,666934,-135446,9746,0,0,-125700
2022,61,293440,奈良県,斑鳩町,5,2,決算収支の状況,1,令和4年度,11410343,10655409,754934,27682,727252,-68351,1806,0,0,-66545
2022,61,293458,奈良県,安堵町,5,2,決算収支の状況,1,令和4年度,4108353,3716622,391731,47285,344446,90396,98415,0,0,188811
2022,61,293610,奈良県,川西町,5,2,決算収支の状況,1,令和4年度,5314069,4921778,392291,47166,345125,47974,49,166497,0,214520
2022,61,293628,奈良県,三宅町,5,2,決算収支の状況,1,令和4年度,4288207,4029320,258887,49345,209542,-15104,100420,0,0,85316
2022,61,293636,奈良県,田原本町,5,2,決算収支の状況,1,令和4年度,14427228,13499166,928062,16587,911475,114025,490,0,0,114515
2022,61,293857,奈良県,曽爾村,5,2,決算収支の状況,1,令和4年度,2855279,2763547,91732,23623,68109,-35111,1431,0,0,-33680
2022,61,293865,奈良県,御杖村,5,2,決算収支の状況,1,令和4年度,2717889,2540807,177082,5317,171765,4001,261247,0,0,265248
2022,61,294012,奈良県,高取町,5,2,決算収支の状況,1,令和4年度,4163165,4090990,72175,26896,45279,12224,17001,0,38818,-9593
2022,61,294021,奈良県,明日香村,5,2,決算収支の状況,1,令和4年度,5966321,5592752,373569,4280,369289,-28532,120144,0,100145,-8533
2022,61,294241,奈良県,上牧町,5,2,決算収支の状況,1,令和4年度,9924325,9584959,339366,55114,284252,-70310,305544,92400,219586,108048
2022,61,294250,奈良県,王寺町,5,2,決算収支の状況,1,令和4年度,11710856,11207991,502865,16210,486655,-24235,376726,0,0,352491
2022,61,294268,奈良県,広陵町,5,2,決算収支の状況,1,令和4年度,14587683,13917566,670117,94162,575955,115894,460061,0,110290,465665
2022,61,294276,奈良県,河合町,5,2,決算収支の状況,1,令和4年度,7740875,7380753,360122,20403,339719,-17575,408065,0,0,390490
2022,61,294411,奈良県,吉野町,5,2,決算収支の状況,1,令和4年度,6402587,5921416,481171,5819,475352,-111630,119261,0,0,7631
2022,61,294420,奈良県,大淀町,5,2,決算収支の状況,1,令和4年度,10225630,9939286,286344,82019,204325,141523,16992,0,0,158515
2022,61,294438,奈良県,下市町,5,2,決算収支の状況,1,令和4年度,6211502,5931278,280224,16695,263529,-58531,161044,0,30000,72513
2022,61,294446,奈良県,黒滝村,5,2,決算収支の状況,1,令和4年度,1852968,1743113,109855,6763,103092,13234,70987,0,77251,6970
2022,61,294462,奈良県,天川村,5,2,決算収支の状況,1,令和4年度,2672727,2350226,322501,1096,321405,97368,662,0,0,98030
2022,61,294471,奈良県,野迫川村,5,2,決算収支の状況,1,令和4年度,1586802,1376410,210392,9320,201072,99067,4,0,0,99071
2022,61,294497,奈良県,十津川村,5,2,決算収支の状況,1,令和4年度,6483098,6091499,391599,80531,311068,-105839,300269,0,0,194430
2022,61,294501,奈良県,下北山村,5,2,決算収支の状況,1,令和4年度,2221391,2146784,74607,100,74507,-13575,57745,0,0,44170
2022,61,294519,奈良県,上北山村,5,2,決算収支の状況,1,令和4年度,2212682,1892170,320512,35745,284767,23917,130430,0,100000,54347
2022,61,294527,奈良県,川上村,5,2,決算収支の状況,1,令和4年度,4438587,4101390,337197,42013,295184,-32320,10609,0,80000,-101711
2022,61,294535,奈良県,東吉野村,5,2,決算収支の状況,1,令和4年度,2938192,2496593,441599,3221,438378,146971,18,0,0,146989
2022,61,298026,奈良県,川西町・三宅町式下中学校組合,6,2,決算収支の状況,1,令和4年度,206475,197319,9156,0,9156,-40418,0,0,0,-40418
